epoch,loss,val_loss
0,0.5464778288891186,0.5006318835091649
1,0.46595728680477466,0.4684987495253148
2,0.42056741051846386,0.4123435543346224
3,0.38776593547831933,0.3883517084885862
4,0.3645437504357294,0.3892395373570845
5,0.3471925034419176,0.3605611965211177
6,0.3329740277894788,0.34690270206699225
7,0.3216089234579821,0.3408200312725818
8,0.31284192557213586,0.3385868768919123
9,0.3053988515033651,0.32646757610140886
10,0.2987812537666298,0.3263776626424902
11,0.2929859446162977,0.32490242158730837
12,0.28764237632149436,0.32045677803842226
13,0.28381813770066616,0.3337517440523535
14,0.2798270287821282,0.30558469723132403
15,0.2762246680284244,0.3087660032084925
16,0.27319887977867213,0.29979737940436924
17,0.2702233884084652,0.29556544618348085
18,0.2680882163245527,0.2941308066096584
19,0.2656960340756133,0.299542268663539
20,0.26285157628226774,0.29606549824133804
21,0.2603986675517587,0.30515909321886026
22,0.2587615798980577,0.29210248119673365
23,0.2571006380133147,0.29105544572408315
24,0.2561822236640414,0.29852356074768677
25,0.25335620977454765,0.28481839602815656
26,0.2521066453580985,0.35539179837003343
27,0.25129814561736613,0.28609421226034687
28,0.25007615282883033,0.2928295158926114
29,0.24828556491359668,0.28690357639243763
30,0.24727982435937926,0.2890463471315529
31,0.2458454476594675,0.29373556972384135
32,0.2452248713609235,0.29479318882064526
33,0.24404975854675037,0.2831537956627019
34,0.2430990925594115,0.27585584709899014
35,0.24142161688560312,0.27331269079097675
36,0.2411712350957662,0.27425100045011075
37,0.24037626169073711,0.2703701968092011
38,0.23959510592751143,0.28578461320606724
39,0.23830264659005007,0.29156316801340515
40,0.2373984040796333,0.2816821075096804
41,0.23695192626425374,0.2775487553911122
42,0.23664554475526092,0.27588763547890055
43,0.23607263554527663,0.2717976832364397
44,0.23509150760155342,0.2694273033691989
45,0.23425820591125096,0.28302721453303625
46,0.23359412695265022,0.26884518959258674
47,0.23342626701834743,0.2740372732868523
48,0.23227124316063064,0.26794408452821034
49,0.23211827399345442,0.2763316543794198
50,0.23099678211893343,0.313025712752591
51,0.23073681268612312,0.27735560118035263
52,0.22945829175760396,0.26426964836771316
53,0.22934330103658251,0.2617190809778844
54,0.22867974028798052,0.2633631013169924
55,0.22819299047905278,0.2630459629862638
56,0.2282411126562427,0.2642493912141436
57,0.22770515566175403,0.25915037391254125
58,0.2273023518261136,0.264947368343386
59,0.22604574562207141,0.2635385996768126
60,0.22609932489657014,0.29027288734951967
61,0.22567340060436625,0.26258256400387925
62,0.2254150271190644,0.2611080892156512
63,0.22493167634587635,0.2651288998942339
64,0.2244925265082851,0.2719354073575099
65,0.224536492110609,0.2588640135814377
66,0.22469179789878044,0.26471951571864955
67,0.22363306746882,0.284417324989414
68,0.22362947326097843,0.2646031415839042
69,0.2231842012369416,0.25945781931669243
70,0.22257335680556142,0.27651480696548714
71,0.22217097957175752,0.2620914825913982
72,0.2223670071536354,0.25419774081002433
73,0.22213770711846317,0.2569487566153676
74,0.22159254676195092,0.25486422849835044
75,0.22180353540428624,0.2745687465434925
76,0.22087281187641478,0.2689069310979188
77,0.22097075578230105,0.2589332005214449
78,0.22004531446213565,0.2546770164056731
79,0.2194721326616653,0.2763944791474368
80,0.21961704667773313,0.2729179924893573
81,0.21930328273272504,0.28361714791843795
82,0.21958329211190672,0.26951154116022774
83,0.21883290976061967,0.25858776021666663
84,0.21884542426665948,0.2613918530351525
85,0.21857564575252067,0.2531765807539959
86,0.21823819949726866,0.26054467843693724
87,0.21774871333944718,0.2603674359759922
88,0.21765007949186124,0.2543238847201408
89,0.2174647836750708,0.25588467166948375
90,0.2171489258333899,0.2601479285658998
91,0.21645885350891728,0.26077116654154703
92,0.2167864105616481,0.2630768884434523
93,0.21649729030342552,0.26827208693842325
94,0.21613074657714634,0.25130988045950126
