epoch,loss,val_loss
0,0.43548143598553124,0.3832042231190178
1,0.3399690533838734,0.3493916303057098
2,0.3080663463072686,0.3208840315612959
3,0.2900693775951572,0.31767845977722364
4,0.27934830569390245,0.3099653982141945
5,0.26918399307987023,0.29927424559192806
6,0.2621908308508697,0.291792545322434
7,0.2557411571888924,0.28333067553470376
8,0.2501904780322602,0.2921487780950015
9,0.24550888322849138,0.2793448370453067
10,0.241635566397477,0.27215415571848084
11,0.23854258419333363,0.27743335432699995
12,0.23563242874625784,0.27101125985222224
13,0.2326816010891529,0.2652582032166787
14,0.23013136276428434,0.2679206478241934
15,0.22879207799293544,0.26374817840703246
16,0.2265569744193167,0.274942562177999
17,0.2254608482523031,0.26715205403747594
18,0.22323966985695506,0.2635607835657796
19,0.22152920355905648,0.2568139450033107
20,0.22021393744490697,0.25817960089005615
21,0.21870629212063764,0.2540488702251273
22,0.21745746039380867,0.24739414191355927
23,0.2164839471501686,0.25325419127704163
24,0.21548235781481734,0.26109314862710514
25,0.21448293455734396,0.2502314158112395
26,0.21298318175531292,0.25373445480852874
27,0.21195690140257656,0.25482411913998676
28,0.2114447427934489,0.25392847693946297
29,0.21107381795126776,0.254464710156148
30,0.2105055843563791,0.2528104149485147
31,0.20913451014053855,0.24835111782083025
32,0.20865819409103675,0.25446697240170774
33,0.2079667127689387,0.24700472983833838
34,0.2074396661684505,0.24641567703710143
35,0.20611718592020334,0.2525680541809874
36,0.20633051803827424,0.24434730315218234
37,0.20555313118533963,0.25211906170952914
38,0.20432481544930706,0.25511045336157123
39,0.20481652433104883,0.24941167312191048
40,0.2036607134229226,0.24653061275127297
41,0.20329220794975042,0.2476619051197605
42,0.20261068977477464,0.243233861315774
43,0.2020945440191839,0.2434046974879423
44,0.20193426318307817,0.24987406891153682
45,0.20132371132167204,0.24512275387642568
46,0.20079557383517033,0.24470757301383966
47,0.2001037018013994,0.2497206007626228
48,0.19970058166693214,0.2395079965297255
49,0.19974550599953733,0.23934577705654625
50,0.1992795448797867,0.25418326071698555
51,0.19876132044743466,0.23823538715219195
52,0.1980332143779863,0.2461326013897302
53,0.19736752858878498,0.23810957631228158
54,0.19746031763583657,0.24837683691260823
55,0.19748875802841978,0.240451972346143
56,0.19687443248234543,0.24132160475615844
57,0.19654270115924008,0.24206983644259814
58,0.1966070933819256,0.23965018550809122
59,0.19626376710301044,0.23787697722044765
60,0.19511622557058425,0.23532373145233884
61,0.19512391321981734,0.24181949518004067
62,0.19542285273756604,0.23590712263281324
63,0.19446554516170014,0.2334457638719191
64,0.19467252963460874,0.238156391865285
65,0.19423120814327494,0.24674835059286057
66,0.19401844323906717,0.24403820242677612
67,0.19423866001059029,0.23143201070936795
68,0.19357019174184792,0.23499867406314756
69,0.1935334017736899,0.23926819144525263
70,0.19315043260091203,0.23335449529923202
71,0.19232514369392223,0.2323163905841965
72,0.19188734746945524,0.23665065953271938
73,0.1920854431722254,0.2444079965321641
74,0.19238442592356778,0.24024181921559198
75,0.1916191662084731,0.2401424022553748
76,0.19139406821783903,0.23926147360639988
77,0.19104188204038267,0.23978568270849837
78,0.1909364677308976,0.2333106371949326
79,0.19093458674475577,0.230860606022612
80,0.19047538413571855,0.2392905460310815
81,0.19078104138468013,0.22869998628774943
82,0.19051374730074283,0.22624686074720657
83,0.18985216265703517,0.23354400202043424
84,0.1900703640216145,0.2295951454288479
85,0.1898417362973327,0.23474743657346178
86,0.18992722516330912,0.23169145183261713
87,0.18988532166202007,0.23352146127039708
88,0.1889449274513982,0.23187998462905177
89,0.1892097476890893,0.24148083593639355
90,0.18961401673085326,0.2335860961965246
91,0.18883015409328344,0.226631623296795
92,0.18883857324587228,0.23764372164902645
93,0.1888412002015943,0.2332709517139926
94,0.18887287443509107,0.2326209259893322
95,0.1887969607140355,0.23190971327302218
96,0.18804490817430405,0.2300988107267861
97,0.18787009323721968,0.23432278030224318
98,0.18801705492026657,0.2333935292116065
99,0.18769700722565688,0.23577803799619745
100,0.18796015636822946,0.23375717014861172
101,0.1879544487097862,0.23217215439779934
102,0.1876356937546474,0.2290563278399721
103,0.187164423228751,0.23012955802350119
104,0.18738463049700776,0.22709850255813285
105,0.1869330218526197,0.23399626213564853
106,0.18726421593349363,0.23121335529802925
107,0.18705133598135285,0.2301364627631763
108,0.1866733106518115,0.23368604263113713
109,0.18644386044746608,0.23601330269348816
110,0.18631894197440144,0.23011606082858868
111,0.1859281213528879,0.2378059850254485
112,0.18666821461448735,0.22883322072340764
113,0.18614217719889714,0.22721451737158152
114,0.1855458940142817,0.2331440848666801
115,0.18632491265988316,0.22758223492821109
116,0.18584148284226337,0.22875870302772758
117,0.1856396742498499,0.22408027670078248
118,0.1856760719953411,0.23704490928344152
119,0.18540265541805917,0.24083962850050947
120,0.18506061466859186,0.22793731258413855
121,0.1854175444912751,0.23264109032538946
122,0.18546393842330428,0.23053528163134096
123,0.18555955030566174,0.2339432368954734
124,0.18553056160061518,0.23249405712907054
125,0.18474692947707,0.22781849893029327
126,0.1848498613129423,0.230091791175727
127,0.18448808673594977,0.23365569594950178
128,0.18480601132963675,0.22959982645799307
129,0.1848223840246893,0.22696101711722727
130,0.18497713461436657,0.2305946445433572
131,0.18490664785075137,0.22885311036193015
132,0.18487156143247493,0.23024948116682953
133,0.18460593516567336,0.22943920266719756
134,0.1844848759638254,0.23470278060687555
135,0.18429464937395523,0.23084905884285584
136,0.1837207902804317,0.23379869667011066
137,0.18430566787419422,0.2289439838772432
138,0.18415089728419548,0.23479938912692389
139,0.18401895120492334,0.23410942440223692
140,0.1837806186935926,0.225732348308388
141,0.18374520937888353,0.22946609327988773
142,0.1841373248479154,0.22394237426399294
143,0.1833970044582357,0.22420192705791134
144,0.18343095169072438,0.23040226232487052
145,0.18347412026301665,0.2279223971909701
146,0.1836588091950982,0.23186059309282803
147,0.1832093207249243,0.22098142422252437
148,0.18277952330266248,0.23184459886578873
149,0.18268224510818393,0.22973922298375132
150,0.1829810777501054,0.2257407696796538
151,0.18327239233887035,0.22769946381048917
152,0.18236839617998188,0.22764877496759012
153,0.18288237496214796,0.22789773779420924
154,0.1830048845723215,0.2268901563760621
155,0.18322215595001146,0.2350906623416619
156,0.18257491167162154,0.2324168515136158
157,0.18257443963814682,0.22621245046997898
158,0.1825887304190901,0.2242621823400981
159,0.1824281531529892,0.2269084081381319
160,0.18254325561393053,0.22784442665823645
161,0.18206122447853762,0.22708034002405492
162,0.18253537734978917,0.23104700400504222
163,0.1817830198166913,0.22948492601454298
164,0.18212746016499357,0.22539609171000347
165,0.18184161740564406,0.22950536216476253
166,0.1814985453902924,0.22941252630864672
167,0.18227127211639857,0.22612013166805686
168,0.18192514841579782,0.22764826674562608
169,0.18162600681837232,0.22895906474769026
170,0.1824301990737056,0.22810894392964068
171,0.1824044198679004,0.2252574468294202
172,0.18206969536860723,0.2257731103475984
173,0.18172336082155674,0.22768553537597414
174,0.18180127905120752,0.2248752496992025
175,0.18203030974680892,0.22427406878908077
176,0.18199752013651388,0.2213475487851199
177,0.18186070257659206,0.2326853424442603
